"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"binary_use_all_in_xQTL","vertical",2,0.1,0,0.01,20,FALSE,0.4564,0.3821,0.1668,0.1066,0.5704,0.5355,0.5528,0.5125,0.5636,0.528,0.5619,0.5318,0.5618,0.5305,0.5987,0.5691,0.6586,0.6415,0.2696,0.2277,0.2473,0.2044,0.2481,0.211,0.251,0.216,0.2536,0.2176,0.3292,0.2872,0.3825,0.3547,0.2692,0.2318,0.279,0.2559,0.257,0.2647,0.2647,0.3404,0.3975,0.0138,0.0098,0.5951,0.2488,0.0472,0.0372,0.0408,0.0478,0.0485,0.1388,-0.0449764131265756,-0.0274540334571654,0.0281053600718703,-0.043576147758395,-0.0265457305858531,0.0271921753537129,-0.152155875531404,-0.0768842701031801,0.0774079664044887,-0.137440686189886,-0.0706413733862664,0.0713909538337932,-0.102246766007039,-0.0426210953529116,0.0196053753531766,5.52981082228612,0.186412599880005,7.06709581665666,0.226541100160293,7.11702212006671,0.227778839746297,0.283480148819361,0.152665116304967,0.154999341755128,0.283209890827152,0.152549578788523,0.154855445670937,0.144002734387929,0.0724339695763296,0.0729053418801388,0.135441881938564,0.0684559402767293,0.0691839941812359,0.0123066937352583,0.00749893504351046,0.00812720172468127,1.12306662641519,0.0306815058002545,1.28041217699141,0.0316474911543471,1.28440863779554,0.0316759342174453
"continuous","horizontal",0.5,0,0,0.2,20,FALSE,0.4304,0.3773,0.0336,0.0144,0.5382,0.5092,0.5231,0.4903,0.5486,0.5196,0.4867,0.4599,0.486,0.4559,0.5744,0.545,0.6128,0.5948,0.0463,0.0252,0.0405,0.0212,0.054,0.0401,0.0409,0.0282,0.0392,0.0283,0.115,0.0842,0.0619,0.046,0.0492,0.0341,0.0157,0.0137,0.0377,0.0167,0.0167,0.0697,0.0268,6e-04,1e-04,0.1346,0.0606,0.0025,0.0018,0.0124,0.0021,0.0016,0.0186,-0.00530394068938632,0.000397799754236846,0.000644462014650171,-0.00482134224564197,0.000166329110879178,0.000518814017457973,-0.00595942319992522,0.00629144517408802,-0.00840823138426288,-0.00442324502827582,0.000562507366497093,-0.00153712233166189,0.485249954897674,-0.496309906924438,-0.496155586440114,1.77553156138918,0.0686386135205393,1.20298588005833,0.0476025604808683,1.20150326071078,0.0475553444642292,0.224638754064307,0.249000860345662,0.246556608740506,0.201245370227762,0.242227697870368,0.237765870199797,0.267066539833918,0.447529319456587,0.446342812330096,0.181377746904525,0.223028113567309,0.218654539084888,0.0379527894991064,0.0388103985922779,0.0388993660217311,0.522314349423245,0.0187089999655826,0.387807163239617,0.0145467719010616,0.379844712818566,0.0142602477774901
"binary_use_control_in_xQTL","horizontal",0.5,0,0,0.2,20,FALSE,0.4221,0.3668,0.0252,0.009,0.516,0.4867,0.5065,0.4707,0.5266,0.4998,0.4206,0.3928,0.4283,0.4039,0.5628,0.534,0.5832,0.5604,0.03,0.0156,0.0274,0.013,0.0384,0.0276,0.0303,0.0203,0.0319,0.0215,0.0904,0.0635,0.0425,0.0282,0.0339,0.0213,0.0079,0.0065,0.0206,0.0111,0.0111,0.0418,0.0107,0,0,0.0675,0.0279,5e-04,1e-04,0.0036,5e-04,4e-04,0.0055,0.00593285336408428,0.00689014769934888,-0.00357040911366396,0.00306894468307408,0.00830627348520561,-0.00424490173333975,0.0028487573091277,0.000406366699815842,0.00301332784514056,0.000911254869668693,0.00732224815529354,-0.00262163827971936,0,0,0,1.41218025916481,0.108705465298663,1.11675379233755,0.0881007988944403,1.12029515470583,0.0883470220430868,0.274304767990586,0.266966102101676,0.273021040219922,0.219297565680377,0.244239683012199,0.248739659053624,0.367498800644256,0.500168852628148,0.505011169521935,0.203373293472712,0.228389051371597,0.233153698841027,0,0,0,0.454555762323836,0.0308233194883775,0.367368545148049,0.0261932326344994,0.370264595401043,0.0263510420139509
"binary_use_all_in_xQTL","horizontal",0.5,0,0,0.2,20,FALSE,0.4287,0.3722,0.0261,0.0111,0.5349,0.5056,0.5194,0.489,0.5438,0.5183,0.474,0.4484,0.4803,0.4562,0.5707,0.543,0.6075,0.5899,0.0346,0.0204,0.0307,0.0177,0.0433,0.0319,0.0331,0.023,0.0349,0.0244,0.0981,0.0706,0.0507,0.037,0.039,0.0251,0.0126,0.0109,0.0293,0.014,0.014,0.0553,0.0201,1e-04,0,0.1238,0.0586,0.0019,0.0011,0.0099,0.0017,0.0013,0.0146,0.00663152995246175,0.00955026066681405,-0.000387242624505305,0.00429148748763386,0.0113568369975449,-0.00121703340383202,0.00241739399664259,-0.0014345046815941,0.00420516277200342,0.00128442681810941,0.00877439236378578,-0.00112969463456443,0.103228657345032,-0.105717334126714,-0.105666025588169,1.74629871048298,0.0676027664175671,1.19765280085642,0.0474085817142815,1.200558429589,0.047518257116437,0.314245952575969,0.337896607039787,0.342735647781935,0.276958725788005,0.324562067889809,0.329303358913885,0.375293822099433,0.629135753902681,0.623065240113929,0.246121555794608,0.297359503266127,0.300964463781517,0.013320424493808,0.0132973127472175,0.0135742685127886,0.504990647271563,0.0181437762396847,0.380701593901366,0.0142898070356294,0.381085473480368,0.0143001987050281
"continuous","vertical",0.5,0,0,0.2,20,FALSE,0.4449,0.3907,0.039,0.0159,0.5674,0.5404,0.552,0.5218,0.5618,0.5342,0.565,0.5385,0.5657,0.5394,0.5872,0.5609,0.6515,0.6358,0.0664,0.0436,0.0582,0.0354,0.0586,0.0418,0.0593,0.0454,0.0572,0.0435,0.1244,0.0945,0.1046,0.0872,0.0701,0.0518,0.0433,0.0354,0.0387,0.0442,0.0442,0.0988,0.0856,0.0058,0.0027,0.2257,0.1562,0.0168,0.0117,0.0128,0.0187,0.0175,0.0732,0.00142358250205799,0.00184010542410817,-0.0014221962091829,0.000796760982669834,0.00133855960752196,-0.000821196873382507,0.00626688127605227,0.00442346537092028,-0.00327444788320204,0.00207668481332959,0.00188328503927092,-0.00132045592587044,-0.484240801332442,-0.159910232464803,-4.1047069977376e-05,1.77553156138918,0.0686386135205393,2.03172152040976,0.0777519792556957,2.02928968543759,0.0776695656309017,0.27407264253018,0.152877780323339,0.152596499390805,0.270848299562174,0.150539304725911,0.150916276592223,0.32774452218423,0.162829996981864,0.163490074519581,0.222571411931796,0.119413126327505,0.120084684361251,0.0498681528609304,0.0302207572469755,0.031146480076461,0.522314349423245,0.0187089999655826,0.574715739194965,0.020180845738307,0.572027940933468,0.0200975537727318
"binary_use_control_in_xQTL","vertical",0.5,0,0,0.2,20,FALSE,0.4334,0.3806,0.0251,0.0098,0.5466,0.5188,0.5316,0.5004,0.5294,0.5015,0.538,0.5125,0.5395,0.5133,0.5752,0.547,0.6314,0.617,0.0392,0.0222,0.0341,0.0181,0.0414,0.0295,0.0392,0.0286,0.0425,0.0296,0.1039,0.0757,0.0618,0.0449,0.0426,0.0298,0.0144,0.0119,0.0223,0.0247,0.0247,0.0649,0.0299,8e-04,3e-04,0.1353,0.1,0.0031,0.002,0.0037,0.0058,0.006,0.0286,0.000324027657433613,-0.00234323694153503,-0.00218865241351958,0.00116332713126716,-0.00199575565869504,-0.002250431947123,0.00118573560544953,-6.15369507067751e-05,0.000453439263792475,-0.000176564165621505,-0.000669166161350063,-0.00169536523103766,0,0,0,1.41115811465503,0.10862898709426,1.53529670416723,0.117075269730532,1.52709184193123,0.116474959384762,0.240993771228897,0.134737439423398,0.133256099676994,0.232029886629645,0.127879971037749,0.126591927230923,0.367947223364383,0.186562489740168,0.188737424367117,0.20485416745113,0.109806014214684,0.109298811130957,0,0,0,0.455295593492552,0.0309307731171131,0.474770524274808,0.0317220231412343,0.483597930860986,0.0322762552965714
"binary_use_all_in_xQTL","vertical",0.5,0,0,0.2,20,FALSE,0.4353,0.3828,0.0286,0.0112,0.5556,0.5267,0.539,0.5085,0.5492,0.5206,0.5534,0.5256,0.5528,0.5248,0.5759,0.5471,0.6426,0.6247,0.0502,0.0305,0.0428,0.0253,0.0464,0.0324,0.0448,0.0343,0.049,0.0344,0.1042,0.0764,0.0884,0.0723,0.0561,0.0403,0.0317,0.025,0.0291,0.0369,0.0369,0.081,0.0692,0.0046,0.0015,0.2211,0.1587,0.0129,0.0089,0.009,0.0152,0.0148,0.0661,0.000838203056452215,-0.00293497104158707,-0.00307396030854727,0.00148038036113335,-0.00260045788049189,-0.00298899337928516,0.000593631969486746,-0.000474362062673669,0.000669296005539453,5.96401397226389e-05,-0.000326952429249372,-0.0012785325769934,-0.0927731715387532,-0.0310873622926491,-1.90063928006768e-05,1.76522677705132,0.0682566161219825,2.02056211689075,0.0773658652569843,2.03723083257073,0.0779521214120825,0.313946664500612,0.176860173596076,0.176359627152331,0.309655775502049,0.173343202532655,0.17288991092546,0.37566991843585,0.187751225958994,0.187944767042971,0.246619587066203,0.132607824932577,0.132056203231256,0.0139527987397184,0.00852898615769211,0.00911836695681622,0.52790010015458,0.0189383981789945,0.567842311387578,0.0199599033293183,0.571456462707432,0.0200849271421031
"continuous","horizontal",1,0,0,0.2,20,FALSE,0.4343,0.3827,0.0368,0.0165,0.5569,0.5289,0.5423,0.5099,0.5585,0.5324,0.5501,0.524,0.5508,0.5237,0.5748,0.5488,0.6422,0.6253,0.0646,0.043,0.0545,0.0347,0.0731,0.053,0.0548,0.04,0.0545,0.0395,0.1267,0.0946,0.1109,0.091,0.0686,0.0505,0.0482,0.0408,0.0682,0.0396,0.0396,0.1081,0.0936,0.0114,0.0073,0.3031,0.1699,0.0221,0.0176,0.0371,0.012,0.0113,0.0777,-0.00357090504930679,-0.000586235712855162,0.00183493251990881,-0.00364236568291864,-0.000564448087751128,0.00164274130123498,-0.00244273994607394,0.00436792213394011,-0.00428844184930665,-0.0027703385699178,0.00157345709521575,-0.0021599179809794,0.44526708989212,-0.484696955301144,-0.484604291927897,4.09649582431529,0.145169557850633,1.8052647279168,0.0697042899296016,1.8033339978274,0.0696463631943961,0.167570702072629,0.230404793464506,0.226870405009973,0.165228146006764,0.229990568104318,0.226207152289395,0.128760372866521,0.263661160662284,0.263954725245338,0.115708050578719,0.179895859174474,0.177780963675548,0.0368265799367951,0.0385695370776981,0.0385784491263906,0.911301032348189,0.0274638885857308,0.529460930655372,0.0189206007332628,0.520901681217519,0.0186463031003031
"binary_use_control_in_xQTL","horizontal",1,0,0,0.2,20,FALSE,0.4309,0.3771,0.0297,0.0128,0.5465,0.5189,0.5318,0.5017,0.5522,0.5257,0.5289,0.5008,0.5309,0.5017,0.5728,0.5436,0.6289,0.6109,0.0473,0.0281,0.0408,0.0242,0.052,0.0409,0.0373,0.0269,0.0424,0.0305,0.1014,0.0766,0.0745,0.0595,0.0526,0.0369,0.0255,0.0213,0.0456,0.0222,0.0222,0.0761,0.0484,0.004,0.0021,0.2237,0.1165,0.0092,0.0071,0.0233,0.0051,0.0041,0.0453,0.00592153375872536,0.00681211505999201,-0.00279925134407091,0.00473909135577163,0.00730449918173646,-0.00312198403664312,0.00157999430731337,-0.000485269037511078,0.00212679273783016,0.000946670984971353,0.00482760184309754,-0.00156247716242786,0,0,0,2.63301169574668,0.184882388020885,1.43337681089052,0.110164502428256,1.44002161230567,0.110610273707268,0.189672816215451,0.235920692116262,0.240962779293214,0.179251940428216,0.232979138450595,0.237854724817819,0.184670345619702,0.368909177265623,0.36672130964473,0.143859488586449,0.200143695884035,0.204779937979868,0,0,0,0.720353759500037,0.0408000236663193,0.45643338410302,0.0309054812451229,0.459559301618648,0.0310582465337378
"binary_use_all_in_xQTL","horizontal",1,0,0,0.2,20,FALSE,0.432,0.3756,0.0304,0.0132,0.5523,0.5267,0.5374,0.5089,0.5543,0.5288,0.5466,0.5179,0.5476,0.521,0.5719,0.5448,0.6356,0.618,0.051,0.036,0.046,0.0288,0.0578,0.0416,0.0437,0.0316,0.0456,0.0328,0.1053,0.0772,0.0892,0.075,0.0589,0.0422,0.0375,0.0309,0.0533,0.0308,0.0308,0.0878,0.074,0.0122,0.0071,0.2836,0.1604,0.0195,0.0137,0.0353,0.0114,0.0088,0.0741,0.00580737216126235,0.00947079730842434,0.000284277582486315,0.00510409645642285,0.00996986646786991,-8.91127170980697e-05,0.00127525947327639,-0.000798585075889956,0.00284185180465251,0.000964397148386908,0.00468808907903191,9.71238182130012e-06,0.0949911876249975,-0.103349985721408,-0.103289476487574,3.98063741069793,0.141678755807314,1.77628214936756,0.0686674227267933,1.7849149130928,0.0689768323176059,0.232818547845588,0.312188948965418,0.315595793995379,0.227325276199208,0.310714863943476,0.31396336019877,0.182324431613324,0.379462711939262,0.377397771195063,0.156391524049943,0.241871444041208,0.244706681849095,0.012886111596835,0.0131979993054132,0.0134334101182787,0.878481241948329,0.026733298999148,0.521080534986229,0.0186725776459994,0.523291810046796,0.018741059876956
"continuous","vertical",1,0,0,0.2,20,FALSE,0.4474,0.3924,0.0421,0.0182,0.5718,0.5464,0.5564,0.5255,0.5709,0.5436,0.5713,0.5454,0.5717,0.5456,0.583,0.5566,0.6571,0.6416,0.0774,0.0565,0.0678,0.0472,0.0736,0.0561,0.0732,0.0578,0.0715,0.0553,0.1179,0.094,0.1415,0.123,0.0793,0.0605,0.0734,0.0634,0.0712,0.0701,0.0701,0.1163,0.1408,0.0363,0.0264,0.3343,0.2156,0.0408,0.0344,0.039,0.0428,0.0424,0.1147,0.000922210428349559,0.00117920616664173,-0.000423956994728952,0.0008286684944183,0.00105781773327583,-0.000285672990090832,0.00334918407729654,0.00194997136038027,-0.00169952273697516,0.00228752707205611,0.00148873475036209,-0.00115639708723621,-0.444212052843126,-0.143045485191577,3.02497396514925e-06,4.09649582431529,0.145169557850633,5.12212927029574,0.175118687415992,5.11746399429732,0.175010956324838,0.25578413494644,0.13927893937641,0.139796510516286,0.255618060648581,0.139079681049047,0.139782127583626,0.158773468887238,0.0791819912793919,0.0793985834196378,0.142173053664251,0.0726010924260971,0.0728769291336149,0.0481465406294618,0.0286256467585552,0.0293644462915488,0.911301032348189,0.0274638885857308,1.05249957123672,0.0295478885414818,1.03996118835742,0.0292136909471332
"binary_use_control_in_xQTL","vertical",1,0,0,0.2,20,FALSE,0.4368,0.3837,0.028,0.0112,0.5578,0.5296,0.5419,0.5121,0.5567,0.5278,0.5577,0.5281,0.5554,0.5296,0.5725,0.5446,0.6439,0.6301,0.0578,0.0378,0.0488,0.0307,0.0524,0.0394,0.0528,0.0394,0.0522,0.0384,0.1044,0.0793,0.1105,0.0924,0.0595,0.045,0.0475,0.0381,0.0445,0.0461,0.0461,0.0946,0.1038,0.0168,0.0098,0.2931,0.1972,0.0286,0.02,0.0234,0.0289,0.0287,0.0918,0.000280410352895012,-0.00229163587084531,-0.00228487511690008,0.000506870682654051,-0.00221993946780533,-0.00229383336722404,0.00014376935477644,-0.000222956267605871,0.000316493755295981,-1.04525998113647e-05,-0.000316212644821496,-0.000655746640739195,0,0,0,2.62577178699768,0.184464751556621,3.10910933495203,0.211271587404309,3.07904220834568,0.20957071989918,0.215523417454329,0.117353146447166,0.116728881760321,0.214653987614031,0.116471213991612,0.115755312367503,0.185087570958792,0.0918513258377262,0.092197722501942,0.144262291436622,0.0741751657137333,0.0744005523288909,0,0,0,0.719493892955199,0.0408169126078023,0.790619637560318,0.042092944480092,0.801393968745929,0.0427781461042891
"binary_use_all_in_xQTL","vertical",1,0,0,0.2,20,FALSE,0.4367,0.3851,0.0298,0.0121,0.5598,0.5318,0.543,0.5128,0.5584,0.53,0.5593,0.5308,0.5578,0.5311,0.5696,0.5422,0.6479,0.6307,0.0617,0.0436,0.0512,0.0341,0.0589,0.0441,0.0591,0.0418,0.0586,0.0436,0.0985,0.0741,0.1267,0.1089,0.0637,0.0475,0.0572,0.0482,0.0539,0.0563,0.0563,0.0947,0.1258,0.031,0.0229,0.3307,0.2152,0.0384,0.0306,0.0351,0.0393,0.0394,0.1038,0.00131317888154099,-0.00295375770029151,-0.00266983778157269,0.00147197311756621,-0.00284495533873202,-0.00268930203857554,0.000103390157609961,-0.000252100028468688,0.000270573832435659,0.000322395511495312,-0.000202451576588089,-0.000300560160218459,-0.085318586346244,-0.0278406703185105,-1.88191021580582e-05,4.03787185901659,0.143365066154366,5.0881191380101,0.174183107395765,5.13796628915529,0.175585155233163,0.292791292654479,0.16152768628327,0.161307857137423,0.292299355551128,0.161048694283485,0.160787905373702,0.18236830048215,0.0912142330984679,0.091066155997975,0.156239835277498,0.0801961801814181,0.0800031011321666,0.0135409795449216,0.00808803971118188,0.00861803549304282,0.915641101977828,0.0277601537022806,1.03600442177422,0.0291620743208497,1.04342155148308,0.0293193677065977
"continuous","horizontal",2,0,0,0.2,20,FALSE,0.4355,0.3839,0.0383,0.0177,0.5603,0.5321,0.5447,0.5138,0.5609,0.5337,0.5594,0.5318,0.5584,0.5331,0.5707,0.5442,0.648,0.6298,0.0749,0.0534,0.0632,0.0435,0.0766,0.057,0.0689,0.0517,0.0658,0.0483,0.1161,0.0862,0.1448,0.1255,0.0766,0.0564,0.0709,0.0613,0.0791,0.0621,0.0621,0.1135,0.1455,0.0382,0.0277,0.3541,0.216,0.041,0.0333,0.0476,0.0389,0.0358,0.1135,-0.00280982888847607,-0.00089243268166351,0.00268434638885296,-0.00285410799068267,-0.000879608465280192,0.00261090026207329,-0.0011382541095526,0.00215702562118285,-0.00215460519954427,-0.00131621989184794,0.00148971367798168,-0.00165833785012295,0.33485940474344,-0.443281804189921,-0.443321775177677,13.3807564537983,0.356664450780618,4.214757673121,0.148744545424901,4.21029550811351,0.14862543842339,0.143120605178854,0.209764113404772,0.206775731235398,0.143008759502226,0.209752101478312,0.206736831917759,0.0635969203230997,0.128004963667389,0.128005523315994,0.0621874998178985,0.113734005904793,0.112855417230515,0.033051170909137,0.0375095897793271,0.0373446646577605,1.97262146494743,0.0336580922057233,0.922459918639766,0.0275715616358432,0.913027107693768,0.0273677237503581
"binary_use_control_in_xQTL","horizontal",2,0,0,0.2,20,FALSE,0.4337,0.3794,0.0314,0.0144,0.5552,0.5286,0.54,0.5124,0.5561,0.5304,0.5516,0.5279,0.5518,0.528,0.5676,0.5433,0.6386,0.6227,0.0605,0.0419,0.0529,0.0339,0.0621,0.0465,0.0521,0.0384,0.0558,0.043,0.1026,0.0787,0.1116,0.0945,0.0641,0.0488,0.0532,0.044,0.0597,0.048,0.048,0.0954,0.1062,0.0231,0.0163,0.3213,0.1941,0.0313,0.0246,0.0413,0.0258,0.0235,0.0978,0.00451471104077281,0.00561316657317905,-0.00202091490027331,0.00423379076621381,0.00572546349230471,-0.00214101553096057,0.000753809167213393,-0.000920158428531039,0.00148102652890338,0.000624805448159147,0.00144697919593405,-0.000238084922203172,0,0,0,7.51598311016498,0.392604709421402,2.69914929765824,0.188664129269045,2.71308267329579,0.189444758147983,0.149573916543659,0.216206975683992,0.220640005993049,0.148016196631605,0.215751219152488,0.220264765373122,0.0906784444732557,0.185271519728755,0.183614552840515,0.0818464701716954,0.141334144044044,0.143061724221656,0,0,0,1.49234016480449,0.0470968833551635,0.72837351903255,0.0409086183823296,0.732094902333976,0.0410384417708774
"binary_use_all_in_xQTL","horizontal",2,0,0,0.2,20,FALSE,0.4344,0.3774,0.0322,0.0137,0.5576,0.531,0.5417,0.513,0.5573,0.5316,0.5542,0.5287,0.556,0.5309,0.567,0.5408,0.6411,0.6227,0.0632,0.0448,0.054,0.0389,0.0642,0.0475,0.056,0.0426,0.0582,0.0421,0.0975,0.0734,0.1222,0.1063,0.0644,0.0487,0.06,0.0504,0.0643,0.0532,0.0532,0.0933,0.1211,0.0341,0.0243,0.3429,0.2106,0.0381,0.0306,0.0441,0.0357,0.034,0.1097,0.0042090457741543,0.00760558276307624,0.000737995295177194,0.00403952428946347,0.00772967206003483,0.000632093384177126,0.000675694352722296,-0.00104926684568198,0.00165499386500023,0.000610153954452242,0.000962574498893879,0.000923217717233945,0.0720011812491332,-0.0948469433454511,-0.0947789784025607,12.9215861191849,0.348750697363906,4.09191602215691,0.145032179769122,4.11166299280461,0.145621523053013,0.197498802458128,0.287486876981748,0.287437338101241,0.196656897116306,0.28722270911551,0.287164675296247,0.0902956166608005,0.183365892121684,0.18234924556036,0.0842393314314582,0.153701514995528,0.15448711813916,0.0115353582674701,0.0128100185591981,0.0129647120117997,1.89156838433208,0.0331805879770299,0.909570647803511,0.0274477954265749,0.916300736219029,0.0276209628928233
"continuous","vertical",2,0,0,0.2,20,FALSE,0.4471,0.3939,0.0445,0.0186,0.5731,0.5481,0.5581,0.5273,0.5729,0.5471,0.5732,0.5472,0.5734,0.5465,0.5801,0.5532,0.6585,0.6437,0.0801,0.06,0.0691,0.0503,0.0787,0.0606,0.0778,0.0588,0.0763,0.0589,0.1044,0.0809,0.1586,0.1389,0.0799,0.062,0.0822,0.0709,0.0804,0.0788,0.0788,0.1058,0.1624,0.055,0.0443,0.3651,0.2309,0.0486,0.0413,0.0482,0.0488,0.0489,0.1243,0.00160304110815297,0.000410204830088539,0.000162120822437612,0.00159533217210536,0.000383067834148661,0.000199381607711207,0.00172490069945934,0.000928388489413281,-0.000863792268588076,0.00153626156737091,0.000825742122994536,-0.000717869989622516,-0.333865801306009,-0.100545619017715,5.03379394706967e-05,13.3807564537983,0.356664450780618,17.4952796923444,0.420233388846898,17.4842795077543,0.420132282743464,0.231106787593268,0.123157333029417,0.124248213920226,0.231137596194628,0.123124780060927,0.124278293104175,0.0786346304777519,0.0392913732061885,0.0393688306829881,0.076689777745052,0.0384768022983245,0.0385578541973013,0.0424904814904218,0.0241425790692487,0.0244962906554073,1.97262146494743,0.0336580922057233,2.38410986757767,0.0330725539037616,2.34892874497752,0.0326298028175408
"binary_use_control_in_xQTL","vertical",2,0,0,0.2,20,FALSE,0.4365,0.3858,0.0303,0.0114,0.5598,0.5319,0.5445,0.5139,0.5592,0.5318,0.5608,0.5309,0.5588,0.5336,0.5683,0.5411,0.647,0.632,0.0621,0.0458,0.0528,0.037,0.0617,0.045,0.0636,0.0452,0.0604,0.0459,0.0956,0.0708,0.1327,0.1155,0.0643,0.0477,0.062,0.0522,0.061,0.0605,0.0605,0.0945,0.1359,0.0399,0.0312,0.3499,0.2221,0.0429,0.0357,0.0415,0.0432,0.0432,0.1097,1.61980491450344e-05,-0.00182955344532542,-0.00190654738849459,7.28904374679304e-05,-0.00181869218073416,-0.00192216018592321,-2.69244324849286e-05,-0.000114170361763178,0.000125994555290189,2.72566843447026e-05,-0.000121616958543252,-0.000129459729441919,0,0,0,7.48076842569435,0.391485947715607,9.40256021952838,0.447191637489445,9.28288109428453,0.443922510721006,0.190999921287249,0.101840555182079,0.101748095129421,0.190903348304079,0.101675950172415,0.101545862511869,0.0907091720062691,0.0452751537163898,0.0453604645905946,0.0818067514623876,0.0412589346695852,0.0413629932051772,0,0,0,1.48975001675715,0.0470480592076947,1.72633358367838,0.0451733825663831,1.73332383448353,0.045932912845611
"binary_use_all_in_xQTL","vertical",2,0,0,0.2,20,FALSE,0.4366,0.385,0.0304,0.0132,0.5608,0.5328,0.5444,0.5138,0.5603,0.532,0.5607,0.5313,0.5598,0.5318,0.5661,0.5377,0.6481,0.6325,0.0632,0.0469,0.0527,0.0389,0.0636,0.0476,0.0622,0.0474,0.0634,0.0463,0.0866,0.0639,0.1412,0.1232,0.0637,0.0477,0.0649,0.0543,0.0653,0.0639,0.0639,0.0884,0.145,0.0478,0.0374,0.3653,0.2272,0.0458,0.0385,0.045,0.0464,0.0454,0.1131,0.00100331188364164,-0.00262723525315438,-0.00225745134807461,0.00105360279391879,-0.00259225577098485,-0.00228234565701982,-6.40521763940838e-05,-0.000115804578278175,0.000116190771936244,0.000119262042509734,-8.57052030514482e-05,-4.48581615547719e-05,-0.0645474510516004,-0.0196256605435114,-1.73130586291941e-05,13.1169899223688,0.352068651259146,17.3613721684281,0.41840912057913,17.5288427672386,0.420743985749254,0.263893421572954,0.14290691106966,0.142532167092924,0.263804470575311,0.142808492496751,0.142403538421174,0.0902975815417039,0.0452170342439858,0.0451501163038632,0.0840753084134807,0.0423998993295989,0.0423212229232337,0.0120778270188471,0.00685343735148497,0.00720715609436344,1.96541601817373,0.0341226911053783,2.34065484810343,0.0327145109668624,2.35495692829316,0.0327458824692602
