"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"binary_use_control_in_xQTL","vertical",1,0,0,0,20,TRUE,0.0352,0.0154,0.0352,0.0154,0.0424,0.0278,0.0339,0.0218,0.0399,0.028,0.0401,0.0296,0.0387,0.0281,0.0746,0.0546,0.0866,0.0711,0.0424,0.0278,0.0339,0.0218,0.0399,0.028,0.0401,0.0296,0.0387,0.0281,0.0746,0.0546,0.0866,0.0711,0.0422,0.0301,0.028,0.0218,0.0288,0.029,0.029,0.0582,0.0731,0,0,0.007,0,1e-04,1e-04,1e-04,0,2e-04,0.0023,0.00445283040640337,-0.0047663252149214,-0.00351351731523656,0.00445283040640337,-0.0047663252149214,-0.00351351731523655,-4.92616581466793e-05,0.000558533669985827,-0.000935465996105821,-4.92616581466788e-05,0.000558533669985827,-0.000935465996105821,0,0,0,1.14323310516645,0.0899830405673375,1.17813899941681,0.0924625896900669,1.17871614494121,0.0925033997120044,0.589588838266422,0.495824776590723,0.30253243862503,0.589588838266422,0.495824776590723,0.30253243862503,0.226011064012196,0.125928648911442,0.124921846877128,0.226011064012196,0.125928648911442,0.124921846877128,0,0,0,0.376529956398107,0.0267344741787208,0.385985181304467,0.0272531723624093,0.386210760523838,0.0272606034721936
"binary_use_all_in_xQTL","vertical",1,0,0,0,20,TRUE,0.0338,0.0139,0.0338,0.0139,0.0406,0.0263,0.0336,0.0195,0.0376,0.0266,0.038,0.0268,0.0382,0.0265,0.0734,0.0524,0.0852,0.0711,0.0406,0.0263,0.0336,0.0195,0.0376,0.0266,0.038,0.0268,0.0382,0.0265,0.0734,0.0524,0.0852,0.0711,0.0387,0.0282,0.0276,0.021,0.0272,0.0298,0.0298,0.0565,0.0762,0,0,0.0085,0,2e-04,1e-04,1e-04,2e-04,4e-04,0.0027,-0.000594637534027945,-0.00597203098927291,-0.00446855033975395,-0.000594637534027957,-0.0059720309892729,-0.00446855033975394,-0.00321336531918857,-0.00195027345152565,0.00140618262842954,-0.00321336531918857,-0.00195027345152565,0.00140618262842954,-0.0947580370084872,-0.0319062028604917,-5.00258761175529e-05,1.26313136254066,0.0498612293199902,1.34806975798999,0.0530224748048473,1.3528391700075,0.0531989274182189,0.819961561742136,0.70700997819915,0.424133502361365,0.819961561742136,0.70700997819915,0.424133502361365,0.290014474395963,0.162656537892671,0.164051833700627,0.290014474395963,0.162656537892671,0.164051833700627,0.0138215547386876,0.00873194199637794,0.00914858980988701,0.400146984762825,0.0149340990790326,0.425409387323628,0.0157639603552396,0.427142514690766,0.0158215770497385
"continuous","horizontal",2,0,0,0,20,TRUE,0.0384,0.0196,0.0384,0.0196,0.0444,0.0238,0.0387,0.02,0.0436,0.0297,0.045,0.0328,0.0408,0.029,0.1136,0.0818,0.0567,0.0402,0.0444,0.0238,0.0387,0.02,0.0436,0.0297,0.045,0.0328,0.0408,0.029,0.1136,0.0818,0.0567,0.0402,0.0415,0.0267,0.0299,0.0255,0.0385,0.034,0.034,0.0972,0.0512,0,0,0.0255,0,4e-04,2e-04,5e-04,8e-04,2e-04,0.0023,-0.000774719428835183,-0.000916839321593855,-0.00296214717630568,-0.000774719428835183,-0.000916839321593856,-0.00296214717630569,0.000241464706449243,-0.000954800730283826,-0.00252652823327193,0.000241464706449243,-0.000954800730283825,-0.00252652823327193,0.479975061603231,-0.489997782016581,-0.489861578260751,2.0489276790034,0.0783465901490695,1.52964888876077,0.0597160167906009,1.53509128696352,0.0599290799520673,0.222305115167735,0.272053789293642,0.221315924078039,0.222305115167735,0.272053789293642,0.221315924078039,0.163607970538476,0.190691787685483,0.190765763505103,0.163607970538476,0.190691787685483,0.190765763505103,0.0383321699784887,0.0385188393023623,0.0386102458190425,0.58504955661469,0.02052431189106,0.471059236944832,0.0172151043417366,0.461876361163622,0.0168802615738307
"binary_use_control_in_xQTL","horizontal",2,0,0,0,20,TRUE,0.0358,0.0147,0.0358,0.0147,0.0363,0.0215,0.0322,0.0182,0.039,0.0279,0.0442,0.0301,0.0357,0.0248,0.1044,0.0747,0.051,0.0355,0.0363,0.0215,0.0322,0.0182,0.039,0.0279,0.0442,0.0301,0.0357,0.0248,0.1044,0.0747,0.051,0.0355,0.0352,0.0235,0.0233,0.0191,0.032,0.0274,0.0274,0.0808,0.04,0,0,0.0119,0,0,0,1e-04,0,1e-04,0.0013,0.00102945291979918,-0.00249548144582043,0.00452391845077306,0.00102945291979918,-0.00249548144582043,0.00452391845077306,0.00174419156376503,-0.00260149577208208,0.00256033594979208,0.00174419156376504,-0.00260149577208208,0.00256033594979208,0,0,0,1.55421608847766,0.118297431723804,1.2858691818811,0.100027913283028,1.27936236574197,0.099549566739239,0.241899488398993,0.288922075658874,0.238328955927577,0.241899488398993,0.288922075658874,0.238328955927577,0.189928692952331,0.214174361543972,0.209741138044959,0.189928692952331,0.214174361543972,0.209741138044959,0,0,0,0.488657031030038,0.0324868224171001,0.415032454713938,0.0287746824357546,0.418874411451307,0.0290650691777726
"binary_use_all_in_xQTL","horizontal",2,0,0,0,20,TRUE,0.0373,0.0174,0.0373,0.0174,0.0394,0.0227,0.0356,0.0194,0.0412,0.0303,0.0424,0.0297,0.0367,0.0266,0.1059,0.0766,0.0518,0.0367,0.0394,0.0227,0.0356,0.0194,0.0412,0.0303,0.0424,0.0297,0.0367,0.0266,0.1059,0.0766,0.0518,0.0367,0.0365,0.0242,0.0274,0.0238,0.0366,0.029,0.029,0.0863,0.0467,0,0,0.0221,0,1e-04,1e-04,7e-04,4e-04,0,0.0019,0.00493144005813929,0.000509802107442026,0.00161873047442926,0.00493144005813929,0.000509802107442027,0.00161873047442926,0.00300349925474899,-0.00239043985874893,0.00184420619942482,0.00300349925474899,-0.00239043985874893,0.00184420619942482,0.102212465131192,-0.10404690763636,-0.104139316300107,2.01138165786462,0.0770327168146181,1.51075244935732,0.0590257863925915,1.5053476629976,0.0588213794431324,0.313693669557714,0.38362435768497,0.306033851713944,0.313693669557714,0.38362435768497,0.306033851713944,0.228224431030145,0.266795176838704,0.262786822697858,0.228224431030145,0.266795176838704,0.262786822697858,0.0135831997992902,0.0135679457324156,0.0134527029491391,0.572264087898785,0.0201185149891298,0.465070752553924,0.0170190736873889,0.468624018852316,0.0171412860301959
"continuous","vertical",2,0,0,0,20,TRUE,0.0381,0.0164,0.0381,0.0164,0.0446,0.031,0.037,0.0237,0.0422,0.0305,0.042,0.0304,0.0391,0.0286,0.0683,0.0513,0.0966,0.0806,0.0446,0.031,0.037,0.0237,0.0422,0.0305,0.042,0.0304,0.0391,0.0286,0.0683,0.0513,0.0966,0.0806,0.0427,0.0308,0.0402,0.0316,0.0398,0.0384,0.0384,0.0687,0.098,0,0,0.03,0,4e-04,3e-04,3e-04,5e-04,8e-04,0.0082,0.000259749096290894,0.00196170349480719,0.000633243251428015,0.000259749096290885,0.0019617034948072,0.000633243251428019,0.00275940730842858,0.00161589807762383,-0.00114694340939951,0.00275940730842858,0.00161589807762383,-0.00114694340939951,-0.480836888631131,-0.158161114788222,-9.49849270898382e-05,2.0489276790034,0.0783465901490695,2.39938816758779,0.0905134728763813,2.40144579652386,0.0905888333203995,0.701891169091788,0.610153205348247,0.361095021006698,0.701891169091788,0.610153205348247,0.361095021006698,0.200033782591219,0.106259154449275,0.104905281103037,0.200033782591219,0.106259154449275,0.104905281103037,0.0496915457051565,0.0303263765606248,0.0310476894271146,0.58504955661469,0.02052431189106,0.64961453073218,0.0222034036870306,0.647145805090075,0.0221111775807818
"binary_use_control_in_xQTL","vertical",2,0,0,0,20,TRUE,0.0337,0.0155,0.0337,0.0155,0.0393,0.0282,0.0334,0.0227,0.0389,0.0276,0.0397,0.0295,0.0393,0.0285,0.0675,0.0486,0.0899,0.0755,0.0393,0.0282,0.0334,0.0227,0.0389,0.0276,0.0397,0.0295,0.0393,0.0285,0.0675,0.0486,0.0899,0.0755,0.0395,0.0289,0.0325,0.0251,0.0316,0.0331,0.0331,0.0582,0.0849,0,0,0.0135,0,3e-04,3e-04,3e-04,4e-04,4e-04,0.0044,0.00496686390075616,-0.00581793421737893,-0.00399863347307616,0.00496686390075615,-0.00581793421737893,-0.00399863347307616,-0.00045153196764125,9.02683220532463e-05,-0.000538906447312194,-0.000451531967641249,9.0268322053246e-05,-0.000538906447312193,0,0,0,1.55350555300267,0.118265928314779,1.7089275328816,0.128524330086494,1.70378958737641,0.1281843468322,0.586537934240141,0.496564778454015,0.297958666051728,0.586537934240141,0.496564778454015,0.297958666051728,0.190630142651089,0.102272811338973,0.101928152243277,0.190630142651089,0.102272811338973,0.101928152243277,0,0,0,0.485010785815756,0.0322837178657976,0.522217224596743,0.033921206220665,0.522146205841568,0.0339176157315998
"binary_use_all_in_xQTL","vertical",2,0,0,0,20,TRUE,0.0347,0.0145,0.0347,0.0145,0.0389,0.0256,0.0316,0.0199,0.0361,0.0251,0.0377,0.0272,0.0371,0.0267,0.0629,0.0468,0.0918,0.0757,0.0389,0.0256,0.0316,0.0199,0.0361,0.0251,0.0377,0.0272,0.0371,0.0267,0.0629,0.0468,0.0918,0.0757,0.038,0.0261,0.0344,0.0274,0.0334,0.0354,0.0354,0.0607,0.0919,0,0,0.0263,0,4e-04,3e-04,4e-04,7e-04,7e-04,0.0076,-0.000478860139945752,-0.00630911253981613,-0.00553225927350459,-0.000478860139945751,-0.00630911253981613,-0.00553225927350459,-0.00250483322872966,-0.00136193698749599,0.000875859112762202,-0.00250483322872966,-0.00136193698749599,0.000875859112762202,-0.0919659051645085,-0.0306553700008619,-4.1954393620372e-05,2.03463194970014,0.0778555448652702,2.39078128799254,0.0902258192561747,2.40437258618594,0.0906866133342145,0.817420414806868,0.708768561300133,0.416865100517367,0.817420414806868,0.708768561300133,0.416865100517367,0.225302764482352,0.119926094466719,0.120357776025121,0.225302764482352,0.119926094466719,0.120357776025121,0.0136516919519817,0.0085594411002897,0.00895347749523713,0.574662382208775,0.0201706566079753,0.644074532984682,0.0220043531524078,0.649405138407561,0.0221653847630642
"continuous","horizontal",0.5,0.1,0,0,20,TRUE,0.0402,0.019,0.0402,0.019,0.0454,0.0254,0.0402,0.0208,0.0417,0.0294,0.0438,0.0319,0.0432,0.0323,0.1101,0.082,0.0628,0.0465,0.0454,0.0254,0.0402,0.0208,0.0417,0.0294,0.0438,0.0319,0.0432,0.0323,0.1101,0.082,0.0628,0.0465,0.0422,0.0277,0.0236,0.0192,0.0308,0.0299,0.0299,0.0802,0.0462,0,0,0.0061,0,0,0,3e-04,3e-04,1e-04,0.0013,0.0120675627528999,0.000722643531275252,0.00862424389497322,0.0120675627528999,0.00072264353127525,0.00862424389497322,0.00842094964141354,-0.00122838666048685,0.00376835034600343,0.00842094964141354,-0.00122838666048685,0.00376835034600343,0.498962162739294,-0.399810356796678,-0.399442721467778,1.06936832510873,0.042559499739878,1.03887811703851,0.0413989293353392,1.04000751762981,0.0414479158434723,0.279798663488472,0.293252472991019,0.281527647680615,0.279798663488472,0.293252472991019,0.281527647680615,0.221605247204908,0.223543174163734,0.224191205007275,0.221605247204908,0.223543174163734,0.224191205007275,0.0366577148230862,0.0389741882798591,0.0390290307837897,0.346582057293646,0.0131509994807366,0.338748988627106,0.0128902190385882,0.33326067958244,0.0126778286266859
"binary_use_control_in_xQTL","horizontal",0.5,0.1,0,0,20,TRUE,0.0383,0.0153,0.0383,0.0153,0.0445,0.0223,0.0389,0.0195,0.0401,0.0281,0.0423,0.0321,0.0402,0.0292,0.1051,0.0778,0.0609,0.0458,0.0445,0.0223,0.0389,0.0195,0.0401,0.0281,0.0423,0.0321,0.0402,0.0292,0.1051,0.0778,0.0609,0.0458,0.0409,0.0271,0.023,0.0186,0.0272,0.026,0.026,0.0715,0.0445,0,0,0.0049,0,0,0,0,0,0,6e-04,0.00636061531821302,-0.00167639735164076,0.00970037482749299,0.00636061531821302,-0.00167639735164076,0.00970037482749299,0.00329445961530152,-0.00120750052121424,0.00422776272221703,0.00329445961530153,-0.00120750052121424,0.00422776272221703,0,0,0,1.03805241119358,0.0824481924697346,1.02796039989802,0.0817128166625292,1.02112791251227,0.0812157126972896,0.302199030847816,0.306268916797802,0.299123693158267,0.302199030847816,0.306268916797802,0.299123693158267,0.237390244573568,0.239461312773674,0.23753730307033,0.237390244573568,0.239461312773674,0.23753730307033,0,0,0,0.342060123364966,0.0246821424020281,0.339941051623655,0.0245895490045743,0.3380793192001,0.0245017265610599
"binary_use_all_in_xQTL","horizontal",0.5,0.1,0,0,20,TRUE,0.0374,0.015,0.0374,0.015,0.0402,0.0231,0.0358,0.0185,0.0423,0.0304,0.037,0.0262,0.0402,0.027,0.1018,0.073,0.0631,0.0446,0.0402,0.0231,0.0358,0.0185,0.0423,0.0304,0.037,0.0262,0.0402,0.027,0.1018,0.073,0.0631,0.0446,0.0398,0.0268,0.0214,0.018,0.029,0.0268,0.0268,0.0704,0.0454,0,0,0.0053,0,0,0,1e-04,0,0,5e-04,0.0166143978127333,-0.00161988059153505,0.0147050534826921,0.0166143978127333,-0.00161988059153505,0.0147050534826921,0.00879708764456481,-0.00194855383060834,0.00578841910957245,0.00879708764456481,-0.00194855383060834,0.00578841910957245,0.107878331630044,-0.0874490487451482,-0.0874869912060011,1.06921180932598,0.0425526595852095,1.04106017986088,0.041485097377079,1.03225378042316,0.0411467969456505,0.410013669512686,0.425496908430718,0.409641183283315,0.410013669512686,0.425496908430718,0.409641183283315,0.318553836876364,0.323541895844982,0.325072937961752,0.318553836876364,0.323541895844982,0.325072937961752,0.0136456360766414,0.0143752716252215,0.0141075768756666,0.347501871467133,0.0131776329801285,0.336418559020196,0.0127962771959621,0.336718712388881,0.0128158008647743
"continuous","vertical",0.5,0.1,0,0,20,TRUE,0.0382,0.0156,0.0382,0.0156,0.0414,0.0267,0.0343,0.0208,0.0392,0.03,0.0405,0.0281,0.0383,0.0283,0.0782,0.0584,0.0845,0.0682,0.0414,0.0267,0.0343,0.0208,0.0392,0.03,0.0405,0.0281,0.0383,0.0283,0.0782,0.0584,0.0845,0.0682,0.0394,0.0272,0.0268,0.0212,0.0276,0.0276,0.0276,0.0559,0.07,0,0,0.0055,0,2e-04,2e-04,0,3e-04,2e-04,0.0011,-0.00327616174494652,0.00133254374804076,0.00611766720798032,-0.00327616174494652,0.00133254374804076,0.00611766720798033,-0.00757087847956915,-0.00523039830445644,0.00635026073692011,-0.00757087847956915,-0.00523039830445644,0.00635026073692011,-0.599868967981809,-0.249842742178007,0.0999524957266052,1.06936832510873,0.042559499739878,1.09048740518045,0.043362546612235,1.0913450081664,0.0433948280862684,0.716958520143676,0.61982751035006,0.379182964384238,0.716958520143676,0.61982751035006,0.379182964384238,0.282669726930323,0.161962481273443,0.160391932009479,0.282669726930323,0.161962481273443,0.160391932009479,0.0489225212245238,0.0301981040375228,0.0318254388721311,0.346582057293646,0.0131509994807366,0.351052792538947,0.0133014414460649,0.351545870824905,0.0133170833816537
"binary_use_control_in_xQTL","vertical",0.5,0.1,0,0,20,TRUE,0.0373,0.0174,0.0373,0.0174,0.0439,0.03,0.0378,0.0235,0.0436,0.0292,0.0409,0.0303,0.0404,0.0279,0.0819,0.0589,0.0865,0.071,0.0439,0.03,0.0378,0.0235,0.0436,0.0292,0.0409,0.0303,0.0404,0.0279,0.0819,0.0589,0.0865,0.071,0.0435,0.0308,0.0272,0.0217,0.029,0.0279,0.0279,0.0585,0.0715,0,0,0.005,0,0,0,0,0,0,0.001,-0.000965422090272368,-0.00253434046441735,0.000372317199174352,-0.000965422090272365,-0.00253434046441735,0.000372317199174351,-0.00436051747881966,-0.00215467334270782,0.00247618533697414,-0.00436051747881966,-0.00215467334270782,0.00247618533697413,0,0,0,1.04117053952397,0.0826663134627435,1.04695218750729,0.0830869414315533,1.04848566881367,0.0831916927550345,0.59352059424809,0.496492797784017,0.302811387420669,0.59352059424809,0.496492797784017,0.302811387420669,0.239270684739197,0.135880391977145,0.133477720925701,0.239270684739197,0.135880391977145,0.133477720925701,0,0,0,0.344672595828034,0.0248917551194051,0.345684327689769,0.0249542174700873,0.347694290319781,0.0250889215596645
"binary_use_all_in_xQTL","vertical",0.5,0.1,0,0,20,TRUE,0.0356,0.0152,0.0356,0.0152,0.0425,0.0281,0.036,0.021,0.039,0.0279,0.0386,0.0278,0.0383,0.0299,0.0786,0.0592,0.0819,0.0688,0.0425,0.0281,0.036,0.021,0.039,0.0279,0.0386,0.0278,0.0383,0.0299,0.0786,0.0592,0.0819,0.0688,0.0405,0.0292,0.0249,0.02,0.0263,0.0276,0.0276,0.0566,0.0678,0,0,0.0069,0,0,0,2e-04,0,0,0.0011,-0.00494281365494372,-0.00352660775186228,0.00181271391347247,-0.00494281365494371,-0.00352660775186228,0.00181271391347247,-0.0107542657240089,-0.00630304343399209,0.0055640238199772,-0.0107542657240089,-0.00630304343399209,0.0055640238199772,-0.113010103563182,-0.0477728865316045,0.0193633193231141,1.06956742516717,0.0425701438320171,1.08732506225029,0.0432410738295653,1.08819010249659,0.0432736429424249,0.817268337249413,0.69998109633885,0.428449085680385,0.817268337249413,0.69998109633885,0.428449085680385,0.317243823610899,0.182424877896502,0.184403382085391,0.317243823610899,0.182424877896502,0.184403382085391,0.0133022192824679,0.00843699647734623,0.00908591078760005,0.343670125858314,0.0130420622119314,0.351692457821914,0.0133233640324347,0.352179221218161,0.0133393727046531
"continuous","horizontal",1,0.1,0,0,20,TRUE,0.0412,0.0198,0.0412,0.0198,0.0454,0.0243,0.0408,0.0209,0.0435,0.0292,0.0461,0.0325,0.0443,0.032,0.1177,0.0842,0.0609,0.0435,0.0454,0.0243,0.0408,0.0209,0.0435,0.0292,0.0461,0.0325,0.0443,0.032,0.1177,0.0842,0.0609,0.0435,0.041,0.028,0.0271,0.0227,0.0336,0.0334,0.0334,0.0873,0.0477,0,0,0.0093,0,0,0,3e-04,3e-04,1e-04,0.0014,0.0323242467974174,0.00384667137859037,0.029241041934917,0.0323242467974174,0.00384667137859037,0.029241041934917,0.0226923179538865,-0.00104303718156881,0.0209097150324079,0.0226923179538865,-0.00104303718156881,0.0209097150324079,0.495882289777566,-0.398222526826444,-0.397069478887109,1.26455210306174,0.0499102563228024,1.13674723294404,0.0451082322979451,1.1393126714336,0.0452138624317317,0.253516763684842,0.285228968535324,0.253609007374429,0.253516763684842,0.285228968535324,0.253609007374429,0.203426737613634,0.213996719690199,0.214220584676955,0.203426737613634,0.213996719690199,0.214220584676955,0.0365654439123282,0.0389049192303076,0.0390250609806784,0.403869790407101,0.0150780833117195,0.368704507915454,0.0139136280939139,0.361458615195414,0.0136378260941882
"binary_use_control_in_xQTL","horizontal",1,0.1,0,0,20,TRUE,0.0363,0.016,0.0363,0.016,0.0406,0.0227,0.0358,0.0187,0.0395,0.0277,0.0426,0.031,0.0416,0.0306,0.107,0.0783,0.0579,0.0424,0.0406,0.0227,0.0358,0.0187,0.0395,0.0277,0.0426,0.031,0.0416,0.0306,0.107,0.0783,0.0579,0.0424,0.0384,0.0253,0.021,0.0171,0.0267,0.0271,0.0271,0.0738,0.0418,0,0,0.0057,0,0,0,0,1e-04,0,7e-04,0.01851390681836,-0.00109166239256992,0.0225241338723091,0.01851390681836,-0.00109166239256992,0.0225241338723091,0.0112477697739915,-0.00116522213939041,0.0132575351724005,0.0112477697739915,-0.00116522213939041,0.0132575351724005,0,0,0,1.13964669531169,0.089733785687179,1.07830827740693,0.0853488917523155,1.07324742298286,0.084973695735926,0.283105190772534,0.30180210372167,0.279629681476649,0.283105190772534,0.30180210372167,0.279629681476649,0.225678795009945,0.232697826560547,0.231349657572812,0.225678795009945,0.232697826560547,0.231349657572812,0,0,0,0.374221087511932,0.026562470679133,0.355112440683094,0.0254584191078019,0.356215195876491,0.0255727967836536
"binary_use_all_in_xQTL","horizontal",1,0.1,0,0,20,TRUE,0.0356,0.0156,0.0356,0.0156,0.0394,0.0215,0.0347,0.0182,0.0431,0.0283,0.0382,0.0259,0.0413,0.0288,0.106,0.0738,0.0591,0.0413,0.0394,0.0215,0.0347,0.0182,0.0431,0.0283,0.0382,0.0259,0.0413,0.0288,0.106,0.0738,0.0591,0.0413,0.0384,0.0247,0.0224,0.0189,0.029,0.028,0.028,0.072,0.0442,0,0,0.0084,0,1e-04,0,1e-04,0,1e-04,0.0011,0.0358885683275151,0.0022290953734347,0.0317731724654231,0.0358885683275151,0.0022290953734347,0.0317731724654231,0.022107047589709,-0.00319260390500231,0.0203715547538894,0.022107047589709,-0.00319260390500231,0.0203715547538894,0.107202880899781,-0.0870175420782028,-0.0868783359083856,1.25996897850756,0.0497401746447474,1.1341643145698,0.0450165803784961,1.12355148592526,0.0446121450584309,0.370063248973333,0.415504093503061,0.371175376766992,0.370063248973333,0.415504093503061,0.371175376766992,0.293042440961137,0.310760903017904,0.313103563700766,0.293042440961137,0.310760903017904,0.313103563700766,0.0136291985447183,0.0143512618954701,0.0141213346996081,0.40175566147209,0.0149919468417999,0.36256974763889,0.0136874017961836,0.362800470041713,0.0136941119081576
"continuous","vertical",1,0.1,0,0,20,TRUE,0.0406,0.0176,0.0406,0.0176,0.0433,0.0303,0.0366,0.0248,0.0399,0.029,0.0439,0.0314,0.0413,0.0301,0.0798,0.0581,0.0932,0.0772,0.0433,0.0303,0.0366,0.0248,0.0399,0.029,0.0439,0.0314,0.0413,0.0301,0.0798,0.0581,0.0932,0.0772,0.0423,0.0316,0.0342,0.0263,0.0321,0.0338,0.0338,0.0653,0.0853,0,0,0.0094,0,3e-04,2e-04,2e-04,3e-04,3e-04,0.0024,-0.0162000617900265,0.00114031728382846,0.0191737939492909,-0.0162000617900265,0.00114031728382846,0.0191737939492909,-0.0375408989267595,-0.0236523043493615,0.0245902955690639,-0.0375408989267595,-0.0236523043493615,0.0245902955690639,-0.596762932368411,-0.248286997678922,0.0999358098233325,1.26455210306174,0.0499102563228024,1.35162529606791,0.0531554455278343,1.35292937397996,0.0532050957729179,0.715595754022314,0.620104101148957,0.37478765968369,0.715595754022314,0.620104101148957,0.37478765968369,0.260371485684228,0.145555364305209,0.143879152743639,0.260371485684228,0.145555364305209,0.143879152743639,0.0487545463645371,0.0300570937857917,0.0316687583899898,0.403869790407101,0.0150780833117195,0.425308750473169,0.0157737244440669,0.424697604197235,0.015745753459943
"binary_use_control_in_xQTL","vertical",1,0.1,0,0,20,TRUE,0.0361,0.0154,0.0361,0.0154,0.0448,0.0298,0.0378,0.0229,0.0399,0.0301,0.0426,0.03,0.0382,0.0271,0.0766,0.0585,0.0872,0.0721,0.0448,0.0298,0.0378,0.0229,0.0399,0.0301,0.0426,0.03,0.0382,0.0271,0.0766,0.0585,0.0872,0.0721,0.0436,0.0297,0.0291,0.0221,0.0303,0.0297,0.0297,0.0611,0.075,0,0,0.0064,0,0,0,0,0,1e-04,0.0012,-0.00938963340829642,-0.00268425605548126,0.00526573795941205,-0.00938963340829642,-0.00268425605548127,0.00526573795941204,-0.0185148162170453,-0.0107532541818661,0.0103223882355883,-0.0185148162170453,-0.0107532541818661,0.0103223882355883,0,0,0,1.14152283236215,0.0898584047691833,1.17931532073735,0.0925447520750597,1.18070188471913,0.092629221712402,0.59488099794636,0.499467679258938,0.301903089015469,0.59488099794636,0.499467679258938,0.301903089015469,0.226596518654037,0.126450160088072,0.125208147706493,0.226596518654037,0.126450160088072,0.125208147706493,0,0,0,0.37674292663403,0.0267534930332395,0.386639586324689,0.0272857894577223,0.390329522575365,0.0275195566926428
"binary_use_all_in_xQTL","vertical",1,0.1,0,0,20,TRUE,0.037,0.016,0.037,0.016,0.0428,0.0289,0.0362,0.0247,0.0417,0.0301,0.0424,0.0298,0.0391,0.0287,0.0767,0.0569,0.0927,0.0754,0.0428,0.0289,0.0362,0.0247,0.0417,0.0301,0.0424,0.0298,0.0391,0.0287,0.0767,0.0569,0.0927,0.0754,0.0431,0.0307,0.0316,0.0252,0.0333,0.0309,0.0309,0.0618,0.0808,0,0,0.009,0,1e-04,0,2e-04,1e-04,1e-04,0.0024,-0.0171965296591292,-0.00499700122938738,0.00857888332183302,-0.0171965296591292,-0.00499700122938739,0.00857888332183302,-0.0345991606150623,-0.0201996098072626,0.0191956763485752,-0.0345991606150623,-0.0201996098072626,0.0191956763485752,-0.112683415551849,-0.0476348640863123,0.0194781486125341,1.2673291445964,0.0500197965221062,1.35368973704158,0.0532328864164599,1.35574761388956,0.0533064492007885,0.818516164772765,0.704977366366154,0.425148877727161,0.818516164772765,0.704977366366154,0.425148877727161,0.288822632793369,0.161947816408844,0.16418803011267,0.288822632793369,0.161947816408844,0.16418803011267,0.01312200469056,0.00836888802915164,0.00904004093337166,0.399686981579392,0.0149257114601104,0.425286548463919,0.0157635323695982,0.428142938203994,0.015860886771901
