outcome,pleiotropy,IV_strength,effect,overlap,r2,number_of_SNPs,xQTL_from_one_sample,Multivariable,Multivariable_tdist,MultivariableLD,MultivariableLD_tdist,IVW_Cauchy_cauchy,IVW_tdist_Cauchy_cauchy,IVW_HMP,IVW_tdist_HMP,IVW_Modality1,IVW_tdist_Modality1,IVW_Modality2,IVW_tdist_Modality2,IVW_Modality3,IVW_tdist_Modality3,IVW_MinP,IVW_tdist_MinP,IVW_Fisher_chisq,IVW_tdist_Fisher_chisq,WGLR_Cauchy_cauchy,WGLR_tdist_Cauchy_cauchy,WGLR_HMP,WGLR_tdist_HMP,WGLR_Modality1,WGLR_tdist_Modality1,WGLR_Modality2,WGLR_tdist_Modality2,WGLR_Modality3,WGLR_tdist_Modality3,WGLR_MinP,WGLR_tdist_MinP,WGLR_Fisher_chisq,WGLR_tdist_Fisher_chisq,WGLR_Fisher_gamma,WGLR_tdist_Fisher_gamma,GSMR_Cauchy_cauchy,GSMR_HMP,GSMR_Modality1,GSMR_Modality2,GSMR_Modality3,GSMR_MinP,GSMR_Fisher_chisq,SMR_allSNPs_Cauchy_cauchy,SMR_allSNPs_HMP,SMR_allSNPs_MinP,SMR_allSNPs_Fisher_chisq,SMR_singleSNP_Cauchy_cauchy,SMR_singleSNP_HMP,SMR_Modality1,SMR_Modality2,SMR_Modality3,SMR_singleSNP_Fisher_chisq,Multivariable_beta1_mean,Multivariable_beta2_mean,Multivariable_beta3_mean,MultivariableLD_beta1_mean,MultivariableLD_beta2_mean,MultivariableLD_beta3_mean,IVW_beta1_mean,IVW_beta2_mean,IVW_beta3_mean,WGLR_beta1_mean,WGLR_beta2_mean,WGLR_beta3_mean,OLS_beta1_mean,OLS_beta2_mean,OLS_beta3_mean,F_1_mean,R2_1_mean,F_2_mean,R2_2_mean,F_3_mean,R2_3_mean,Multivariable_beta1_sd,Multivariable_beta2_sd,Multivariable_beta3_sd,MultivariableLD_beta1_sd,MultivariableLD_beta2_sd,MultivariableLD_beta3_sd,IVW_beta1_sd,IVW_beta2_sd,IVW_beta3_sd,WGLR_beta1_sd,WGLR_beta2_sd,WGLR_beta3_sd,OLS_beta1_sd,OLS_beta2_sd,OLS_beta3_sd,F_1_sd,R2_1_sd,F_2_sd,R2_2_sd,F_3_sd,R2_3_sd
binary_use_all_in_xQTL,vertical,0.5,0.1,0,0.2,20,TRUE,0.4821,0.4255,0.036,0.0137,0.6003,0.5706,0.5827,0.5537,0.5973,0.5686,0.599,0.5721,0.6004,0.5714,0.6114,0.5823,0.6817,0.6675,0.0616,0.043,0.051,0.0346,0.058,0.0431,0.0602,0.0444,0.0559,0.0422,0.0899,0.068,0.1339,0.113,0.0622,0.044,0.0419,0.034,0.0395,0.0418,0.0418,0.0698,0.1131,0.0079,0.0038,0.2046,0.1915,0.017,0.0127,0.0135,0.0191,0.021,0.0839,-0.060736782,0.013026682,0.053285085,-0.043655881,0.012841753,0.037122778,-0.154228142,-0.0779223,0.078303099,-0.078949578,-0.044583498,0.044816794,-0.111048403,-0.04680861,0.019432003,1.774827147,0.068595541,2.032504556,0.077742871,2.035841792,0.077863167,0.848335391,0.73051159,0.43910817,0.825982273,0.712724562,0.422685959,0.38224952,0.19202325,0.192774479,0.246140174,0.133258292,0.133823309,0.013267197,0.008243131,0.008770532,0.534348124,0.019134117,0.598276909,0.020990782,0.597243782,0.020946179
binary_use_all_in_xQTL,horizontal,1,0.1,0,0.2,20,TRUE,0.4964,0.4422,0.0474,0.021,0.6112,0.5853,0.5961,0.5679,0.6115,0.589,0.6064,0.5781,0.6031,0.5767,0.6293,0.6037,0.689,0.6735,0.0815,0.0555,0.072,0.0458,0.0829,0.0661,0.0627,0.0468,0.0641,0.0482,0.1429,0.1109,0.1267,0.1031,0.0844,0.0652,0.0597,0.0505,0.0788,0.0428,0.0428,0.1208,0.1039,0.02,0.0124,0.3493,0.2186,0.0278,0.0205,0.0467,0.0165,0.0138,0.0938,0.059230014,-0.010178807,0.053591649,0.054263086,-0.008451992,0.048696807,0.091643495,-0.185771828,0.185286715,0.07394895,-0.094428535,0.097042473,0.098735481,-0.08636844,-0.083512633,4.084843384,0.14462275,1.828185998,0.070487107,1.784550861,0.068927668,0.295150769,0.419898743,0.295798803,0.292130184,0.41895277,0.292410872,0.182053828,0.377092412,0.386586058,0.155094832,0.24412079,0.247298379,0.012993939,0.014247056,0.014081472,1.004526117,0.03027248,0.559772095,0.019941981,0.547677787,0.0196001
binary_use_all_in_xQTL,vertical,1,0.1,0,0.2,20,TRUE,0.5895,0.5428,0.0728,0.037,0.6888,0.6667,0.675,0.651,0.6865,0.6652,0.6884,0.6668,0.689,0.6663,0.6921,0.6703,0.7538,0.7407,0.1486,0.1153,0.1297,0.0973,0.1398,0.1119,0.146,0.1146,0.1422,0.1122,0.1746,0.1428,0.2567,0.2319,0.1483,0.1178,0.1418,0.1244,0.1339,0.14,0.14,0.1709,0.2558,0.0964,0.0734,0.4555,0.3727,0.0828,0.0678,0.0783,0.0846,0.0845,0.1944,-0.052109856,0.006464847,0.056590344,-0.044894456,0.006226143,0.049131289,-0.155685993,-0.078236544,0.078583237,-0.123141958,-0.064624126,0.065061606,-0.105300844,-0.044028435,0.019506213,4.048955213,0.143543043,5.082032027,0.173669272,5.101537514,0.174226602,0.827674057,0.723446539,0.424679151,0.824065416,0.720234873,0.422211216,0.186555306,0.093462851,0.093736703,0.158081928,0.081658379,0.08189769,0.012763155,0.007812038,0.008308333,0.995459815,0.030076298,1.195073075,0.033580571,1.195309824,0.033512526
binary_use_all_in_xQTL,horizontal,2,0.1,0,0.2,20,TRUE,0.6333,0.5882,0.103,0.0554,0.7261,0.7069,0.7156,0.6942,0.7272,0.7076,0.7245,0.7059,0.7245,0.7057,0.7337,0.7155,0.7815,0.7724,0.1916,0.1541,0.1727,0.1346,0.1918,0.1583,0.1595,0.1303,0.1718,0.1416,0.2525,0.2139,0.2956,0.2679,0.1954,0.1633,0.1863,0.1668,0.1958,0.1638,0.1638,0.2494,0.2957,0.1303,0.1035,0.5269,0.421,0.0968,0.0815,0.108,0.0902,0.0871,0.2048,0.06375026,0.003559255,0.055116859,0.061018803,0.004729316,0.052373786,0.089307389,-0.18057961,0.182887707,0.081623178,-0.138469951,0.145363357,0.079657884,-0.082151415,-0.072522981,13.43530952,0.356328465,4.31405599,0.151318329,4.16317199,0.14678548,0.271662933,0.395743091,0.274823577,0.271074013,0.395375602,0.2741762,0.089884635,0.184801133,0.18687112,0.083650765,0.155671391,0.156551744,0.01166281,0.013601056,0.013908355,2.596521014,0.044059413,1.12305786,0.033167088,1.106950605,0.033090561
binary_use_all_in_xQTL,vertical,2,0.1,0,0.2,20,TRUE,0.834,0.8083,0.2569,0.1653,0.8828,0.8728,0.8773,0.8655,0.8827,0.8729,0.8828,0.8727,0.8836,0.872,0.8839,0.8735,0.9104,0.9058,0.4287,0.3785,0.3987,0.3463,0.4201,0.3728,0.4273,0.3772,0.4287,0.3794,0.4535,0.404,0.5851,0.5566,0.4287,0.3795,0.4352,0.4076,0.4265,0.4364,0.4364,0.4586,0.5932,0.3886,0.3463,0.7586,0.698,0.2555,0.2312,0.254,0.2562,0.2562,0.4147,-0.051809671,0.004004882,0.05624017,-0.048307775,0.003994186,0.052440044,-0.156123559,-0.078495304,0.078904186,-0.141437593,-0.071982775,0.072407201,-0.089308633,-0.03693115,0.019532013,12.95651948,0.348111742,17.0425214,0.412236882,17.13286711,0.413551195,0.827907624,0.720659974,0.418316858,0.826457025,0.719321568,0.41744509,0.093175633,0.046760834,0.046966711,0.08619218,0.043599235,0.043790444,0.011378171,0.006633852,0.007004093,2.504974829,0.043680106,3.199407009,0.045250247,3.198363365,0.044982792
binary_use_all_in_xQTL,horizontal,0.5,0,0.5,0.2,20,TRUE,0.445,0.3951,0.0508,0.0204,0.545,0.5139,0.5301,0.496,0.5506,0.5253,0.482,0.4564,0.4799,0.4527,0.5889,0.5607,0.6146,0.5978,0.0703,0.0429,0.0626,0.0359,0.0665,0.0502,0.066,0.0505,0.0618,0.0449,0.1582,0.1203,0.0993,0.0728,0.071,0.049,0.0368,0.0315,0.0508,0.0363,0.0363,0.1062,0.06,5.00E-04,3.00E-04,0.1284,0.0555,0.0023,0.0023,0.0102,0.0019,0.0013,0.0123,0.05173213,-0.079699671,-0.164689001,0.065009225,-0.084267657,-0.15129107,0.007049232,-0.046760201,-0.047078833,0.10181188,-0.165788073,-0.164076439,0.103512627,-0.105608993,-0.105604805,1.76375462,0.06818944,1.200524914,0.047517743,1.201645546,0.047548002,0.350490635,0.429537988,0.348771827,0.330214737,0.424497289,0.32749187,0.372994299,0.613854298,0.62660454,0.245677574,0.305400729,0.301410137,0.013352106,0.013453785,0.013508295,0.537632985,0.019258412,0.380369417,0.014277059,0.391169737,0.014666612
binary_use_all_in_xQTL,vertical,0.5,0,0.5,0.2,20,TRUE,0.4461,0.3863,0.046,0.0198,0.5595,0.5322,0.5431,0.515,0.554,0.5276,0.5593,0.5321,0.5581,0.5312,0.5715,0.5432,0.6461,0.6312,0.0559,0.0374,0.0449,0.0301,0.0582,0.0439,0.0527,0.0391,0.0476,0.0337,0.0863,0.0648,0.1149,0.0985,0.0535,0.0387,0.0402,0.0321,0.0443,0.0357,0.0357,0.071,0.1002,0.005,0.0021,0.1733,0.1489,0.0147,0.0108,0.0115,0.0159,0.017,0.0709,-0.262906713,0.005822197,-0.123730815,-0.272801674,0.006873166,-0.113772765,0.003313458,0.001579427,-0.000926592,-0.086112475,-0.02364983,-0.000983329,-0.092678905,-0.031038837,-1.24E-05,1.768319693,0.068375775,2.035467303,0.077863346,2.044597338,0.07818601,0.844704692,0.728938631,0.432932515,0.825600293,0.716123834,0.420781947,0.375563348,0.187450598,0.187469571,0.245279203,0.133037901,0.13293777,0.013828824,0.008539372,0.008961329,0.523372575,0.018753359,0.588711791,0.020654914,0.58936354,0.020685054
binary_use_all_in_xQTL,horizontal,1,0,0.5,0.2,20,TRUE,0.447,0.3982,0.0541,0.0205,0.5601,0.534,0.5451,0.5151,0.5615,0.5346,0.5507,0.5253,0.551,0.5248,0.5847,0.5575,0.6391,0.6239,0.0675,0.0428,0.059,0.0358,0.0635,0.0451,0.0662,0.0491,0.0624,0.0447,0.1459,0.1073,0.1061,0.082,0.0641,0.0431,0.0488,0.0438,0.0617,0.0445,0.0445,0.1245,0.0878,0.0095,0.0055,0.2946,0.1622,0.018,0.0137,0.0316,0.0118,0.0096,0.0731,0.050278947,-0.072011696,-0.166214664,0.054603418,-0.073604598,-0.161749765,0.002423114,-0.006655852,0.004300777,0.038299214,-0.097928048,-0.09465253,0.09528032,-0.103230197,-0.10319151,4.018457693,0.142608077,1.791733722,0.069203748,1.784592577,0.068924243,0.292356254,0.414398896,0.289131721,0.289489592,0.413755439,0.286171986,0.181964925,0.368891145,0.384586231,0.155619915,0.244353005,0.243669956,0.012992882,0.013339416,0.013417332,0.995455646,0.030108366,0.536957481,0.019209992,0.551127895,0.019708048
binary_use_all_in_xQTL,vertical,1,0,0.5,0.2,20,TRUE,0.4513,0.3909,0.0491,0.0223,0.5644,0.5372,0.5484,0.5228,0.5638,0.5374,0.5646,0.537,0.565,0.5374,0.571,0.5428,0.6509,0.6365,0.0591,0.0425,0.0495,0.0343,0.0593,0.0437,0.0574,0.0425,0.0559,0.0417,0.0796,0.0594,0.1293,0.1123,0.0579,0.043,0.0564,0.0465,0.0562,0.0554,0.0554,0.0774,0.1292,0.0303,0.0195,0.3134,0.2099,0.0386,0.0313,0.036,0.0399,0.04,0.1114,-0.263563387,0.007353486,-0.124413728,-0.266787981,0.007691054,-0.120965738,0.00169553,0.000724641,-0.000527298,-0.030530148,-0.00756891,-0.000546163,-0.085155191,-0.027761375,-8.06E-06,4.056185904,0.143809023,5.129745136,0.175068486,5.162600127,0.17599391,0.826137647,0.718948215,0.41645096,0.823346185,0.717259582,0.414941334,0.182283443,0.091078035,0.091032796,0.156117734,0.080438007,0.080410735,0.013449429,0.008120771,0.008458437,0.974478934,0.029432574,1.178253931,0.032986706,1.181378527,0.033035928
binary_use_all_in_xQTL,horizontal,2,0,0.5,0.2,20,TRUE,0.4467,0.3971,0.0513,0.0218,0.5627,0.5376,0.5473,0.5205,0.5628,0.537,0.5587,0.535,0.5615,0.5347,0.575,0.5486,0.6455,0.6306,0.0665,0.0445,0.0555,0.0355,0.0628,0.0465,0.0658,0.0485,0.0612,0.0428,0.118,0.0867,0.1242,0.1057,0.0622,0.0451,0.0632,0.0538,0.0644,0.057,0.057,0.1142,0.1249,0.0347,0.0227,0.3521,0.2149,0.0375,0.0294,0.0427,0.0344,0.0315,0.1082,0.055289581,-0.050370849,-0.157987092,0.056553998,-0.050942535,-0.156645416,0.001227451,-0.002402582,0.002954448,0.011309823,-0.036790077,-0.033188286,0.072350331,-0.094694675,-0.094592388,13.02618013,0.349299989,4.149831416,0.146459377,4.125629908,0.145664171,0.26744824,0.38841986,0.266437529,0.266908286,0.388237557,0.26597218,0.090293671,0.182056492,0.185692533,0.084183615,0.154094545,0.155003484,0.012002657,0.01301684,0.013130836,2.528122979,0.043874374,1.071642704,0.032102155,1.097051569,0.032883635
binary_use_all_in_xQTL,vertical,2,0,0.5,0.2,20,TRUE,0.4528,0.3922,0.0484,0.0235,0.5663,0.539,0.5498,0.5232,0.5654,0.5383,0.5662,0.5392,0.5659,0.5393,0.5692,0.5417,0.6523,0.6371,0.0582,0.0446,0.0492,0.0352,0.0586,0.0443,0.0574,0.044,0.0573,0.043,0.0704,0.0518,0.1383,0.1217,0.0578,0.0438,0.0601,0.0505,0.0599,0.0594,0.0594,0.0722,0.1423,0.0476,0.0374,0.3525,0.2229,0.0476,0.0383,0.0463,0.0482,0.0481,0.1191,-0.264242828,0.008047478,-0.12427568,-0.2651507,0.008231271,-0.123281649,0.000705168,0.000318287,-0.000268351,-0.008226507,-0.001902469,-0.00028564,-0.064365731,-0.019549356,-1.10E-06,13.19652261,0.35236648,17.49789703,0.418704799,17.62972675,0.42054676,0.822948281,0.718348182,0.413569815,0.822263766,0.717907221,0.413251055,0.090295097,0.045165752,0.045150688,0.084343995,0.042539431,0.042513784,0.012260157,0.006947718,0.007083298,2.502414162,0.043086985,3.228101663,0.04471501,3.237624708,0.044597781
binary_use_all_in_xQTL,horizontal,0.5,0.1,0.5,0.2,20,TRUE,0.4604,0.4028,0.0538,0.0228,0.5622,0.5314,0.5498,0.516,0.5723,0.5473,0.5099,0.4815,0.4857,0.4561,0.6037,0.5748,0.6369,0.6166,0.0794,0.0505,0.0719,0.0429,0.0896,0.0684,0.0702,0.0544,0.0439,0.0321,0.16,0.1247,0.1092,0.0832,0.0814,0.0573,0.0405,0.0364,0.0714,0.0227,0.0227,0.1122,0.0637,7.00E-04,3.00E-04,0.1448,0.0701,0.0029,0.0018,0.0129,0.0021,8.00E-04,0.014,0.120789994,-0.045273073,-0.100281302,0.12797619,-0.047731912,-0.093082849,0.093201612,-0.176326282,0.098793019,0.148237281,-0.173245783,-0.097175111,0.105863621,-0.08760326,-0.08697218,1.780940672,0.068808,1.211087996,0.047910434,1.201135974,0.047532123,0.347146452,0.427620065,0.349987631,0.327271512,0.422619064,0.329572503,0.370940914,0.617579794,0.636242268,0.243588081,0.304458618,0.305656229,0.013242802,0.014121829,0.014146154,0.540521624,0.01933724,0.386769749,0.014507936,0.388122192,0.014560187
binary_use_all_in_xQTL,vertical,0.5,0.1,0.5,0.2,20,TRUE,0.4896,0.4324,0.0617,0.0302,0.6028,0.5762,0.5883,0.5587,0.6004,0.5758,0.6036,0.5773,0.6028,0.5753,0.6152,0.5886,0.6843,0.6706,0.1003,0.0735,0.0863,0.0627,0.1134,0.0907,0.0963,0.0761,0.0726,0.0533,0.1401,0.1106,0.1864,0.163,0.0982,0.0768,0.0778,0.0646,0.0933,0.0552,0.0552,0.1182,0.1663,0.0103,0.0053,0.2173,0.1986,0.0197,0.0141,0.0161,0.0207,0.0209,0.0877,-0.289501686,0.005558698,-0.06291533,-0.290136377,0.005871855,-0.062077487,-0.15119817,-0.076137527,0.077136983,-0.183297341,-0.081580857,0.060119022,-0.110914093,-0.04677445,0.019403482,1.768672401,0.068388794,2.032453138,0.077759115,2.041600695,0.078080835,0.835354685,0.726215137,0.434092597,0.81716892,0.71342091,0.421900301,0.371662691,0.186925811,0.18888724,0.243498277,0.13219258,0.133217976,0.013103734,0.008119927,0.008810507,0.523108967,0.018750882,0.586771494,0.020601342,0.588887733,0.020653271
binary_use_all_in_xQTL,horizontal,1,0.1,0.5,0.2,20,TRUE,0.5032,0.4495,0.0702,0.0343,0.6121,0.5885,0.5987,0.5698,0.6145,0.5923,0.6086,0.5843,0.5976,0.573,0.6324,0.6081,0.6901,0.6751,0.1082,0.0756,0.0972,0.066,0.1274,0.1005,0.1083,0.0841,0.046,0.0339,0.1844,0.1478,0.1576,0.1326,0.1107,0.0833,0.0861,0.0787,0.1231,0.0307,0.0307,0.1684,0.14,0.0218,0.0138,0.3489,0.2174,0.0291,0.022,0.0489,0.0194,0.0111,0.0935,0.12046348,-0.03670061,-0.098647277,0.121775312,-0.037145473,-0.097293415,0.090590821,-0.184067292,0.187778807,0.108761394,-0.169670342,0.018881051,0.09894757,-0.086343987,-0.083773431,4.090205632,0.14478695,1.825515123,0.070408977,1.781430884,0.068815594,0.290665481,0.413416439,0.290370306,0.288007954,0.41283468,0.287640068,0.179831662,0.367793862,0.394833775,0.154674343,0.243891823,0.2472877,0.012817686,0.013981522,0.014124416,1.004368263,0.03025994,0.547283171,0.019539076,0.547285592,0.019575767
binary_use_all_in_xQTL,vertical,1,0.1,0.5,0.2,20,TRUE,0.5956,0.5488,0.1104,0.0595,0.691,0.6688,0.6787,0.6555,0.6914,0.6692,0.6913,0.6694,0.6902,0.6678,0.6954,0.6731,0.7532,0.7418,0.1888,0.1529,0.169,0.1328,0.2012,0.1681,0.1832,0.1506,0.158,0.1288,0.2205,0.1864,0.3108,0.2824,0.1877,0.154,0.1852,0.1639,0.1981,0.1553,0.1553,0.2181,0.3091,0.0989,0.0763,0.4567,0.3727,0.0839,0.0696,0.0793,0.0858,0.0851,0.1945,-0.284236731,0.002056795,-0.063061866,-0.283419752,0.002299291,-0.063779228,-0.15445481,-0.077651565,0.078177777,-0.162033182,-0.077482864,0.070476618,-0.105209418,-0.043995874,0.019447593,4.039420288,0.14330748,5.084097534,0.173793675,5.113354074,0.174618806,0.815120076,0.712659528,0.416629547,0.812553685,0.711158093,0.415165647,0.181973624,0.091734263,0.09271473,0.156081795,0.08086931,0.081599573,0.012654621,0.007697012,0.008321166,0.968691332,0.029281356,1.166485143,0.032765602,1.170457717,0.032817729
binary_use_all_in_xQTL,horizontal,2,0.1,0.5,0.2,20,TRUE,0.6394,0.5923,0.1308,0.0719,0.7264,0.7074,0.7158,0.6956,0.728,0.7086,0.7274,0.7078,0.7231,0.7036,0.7353,0.7151,0.7823,0.7729,0.2114,0.1715,0.1932,0.1512,0.229,0.1953,0.2138,0.1748,0.129,0.1035,0.2768,0.2344,0.3127,0.283,0.2134,0.1777,0.2086,0.1883,0.2327,0.1207,0.1207,0.2753,0.3124,0.1324,0.1037,0.5284,0.421,0.0967,0.0813,0.1078,0.0923,0.0842,0.2051,0.131018646,-0.004051058,-0.089096012,0.130299591,-0.003754499,-0.08976217,0.089140862,-0.179710797,0.184382923,0.091826301,-0.165570343,0.119251875,0.079846864,-0.082197919,-0.072695626,13.41852175,0.356045366,4.310920038,0.151264592,4.15675548,0.146600533,0.26797049,0.391494893,0.269486124,0.267455635,0.391336568,0.269082968,0.088970816,0.181246632,0.191442475,0.083146092,0.155131294,0.157994413,0.011588912,0.013422832,0.013950333,2.589926598,0.044087127,1.103722694,0.032711036,1.102969428,0.032957511
binary_use_all_in_xQTL,vertical,2,0.1,0.5,0.2,20,TRUE,0.8366,0.8111,0.3065,0.2072,0.8846,0.8731,0.8781,0.8667,0.8845,0.8738,0.8844,0.8726,0.8841,0.8726,0.8855,0.8744,0.9108,0.9063,0.4668,0.4182,0.4384,0.388,0.4814,0.4305,0.4662,0.4167,0.4457,0.3978,0.4955,0.4427,0.6199,0.5944,0.4662,0.4187,0.4735,0.4447,0.488,0.4555,0.4555,0.5026,0.6269,0.3889,0.3475,0.7592,0.698,0.2557,0.2312,0.2537,0.257,0.257,0.4143,-0.279280201,0.000149221,-0.062318793,-0.277777601,0.000315094,-0.063828491,-0.155804531,-0.078332382,0.078777494,-0.153444106,-0.076006528,0.074356761,-0.089215246,-0.036884531,0.01946548,12.95423388,0.348216971,17.05904512,0.412602926,17.17035603,0.414165325,0.817063822,0.714716851,0.415024487,0.816342299,0.714074129,0.414571118,0.091093033,0.045987486,0.046521331,0.085079322,0.043251404,0.043709977,0.011274337,0.006562677,0.006972353,2.443835676,0.042560223,3.140845673,0.044380011,3.159592231,0.044480766
binary_use_all_in_xQTL,horizontal,0.5,0,1,0.2,20,TRUE,0.4757,0.4183,0.1373,0.0741,0.56,0.5256,0.5478,0.5115,0.5505,0.5253,0.4786,0.4526,0.4791,0.45,0.6107,0.5829,0.6207,0.5991,0.1888,0.1291,0.1734,0.1136,0.1236,0.0981,0.1626,0.1303,0.1594,0.1269,0.3242,0.2663,0.2555,0.2078,0.205,0.1539,0.1281,0.1121,0.1096,0.1146,0.1146,0.2549,0.1903,8.00E-04,2.00E-04,0.1348,0.0578,0.0027,0.0023,0.0107,0.0026,0.0019,0.0114,0.095972628,-0.163216983,-0.325413861,0.120978161,-0.171390274,-0.299437202,0.003814925,-0.101354154,-0.092692772,0.195811971,-0.32960082,-0.324501611,0.103512414,-0.105554751,-0.105575695,1.762914686,0.068164156,1.198305691,0.047421117,1.200143468,0.047503054,0.33636742,0.411581049,0.333317247,0.316995913,0.406943722,0.313275522,0.373023766,0.614175263,0.611376136,0.239770106,0.297146304,0.294886573,0.013303148,0.013446079,0.013449767,0.533951558,0.019142481,0.391414938,0.014682821,0.380715413,0.014280514
binary_use_all_in_xQTL,vertical,0.5,0,1,0.2,20,TRUE,0.4703,0.4064,0.1116,0.0579,0.5611,0.534,0.546,0.5155,0.5535,0.5273,0.5593,0.5319,0.5616,0.534,0.5794,0.5524,0.6445,0.6308,0.0803,0.0595,0.0717,0.0481,0.1055,0.083,0.0688,0.0511,0.0493,0.0358,0.1304,0.1003,0.1385,0.1201,0.0708,0.0543,0.0661,0.0568,0.0907,0.0378,0.0378,0.1115,0.1247,0.0049,0.0028,0.1772,0.1496,0.014,0.0102,0.0113,0.0153,0.0166,0.0665,-0.510895254,-0.000663383,-0.250413821,-0.527074163,-0.000927792,-0.231796161,0.004241807,0.002328808,-0.00139801,-0.171413467,-0.047928108,-9.30E-05,-0.092649899,-0.031010186,-1.59E-05,1.766546108,0.068303413,2.036928182,0.077900124,2.042505799,0.078097893,0.817435897,0.708918879,0.425003129,0.801353351,0.694889506,0.410779887,0.375601714,0.186856311,0.186901485,0.244548773,0.133657683,0.134672695,0.013919671,0.008619217,0.009037296,0.528919376,0.018951418,0.598558885,0.020969934,0.598561713,0.02097366
binary_use_all_in_xQTL,horizontal,1,0,1,0.2,20,TRUE,0.4775,0.4202,0.1361,0.0734,0.5639,0.5367,0.55,0.5206,0.561,0.534,0.5496,0.5231,0.5501,0.5225,0.5972,0.5695,0.6416,0.6261,0.1273,0.0851,0.1165,0.0756,0.0862,0.0666,0.1198,0.0945,0.1161,0.0894,0.2477,0.1955,0.163,0.1252,0.1053,0.0735,0.1067,0.0977,0.0841,0.1016,0.1016,0.2271,0.1446,0.0101,0.0058,0.2934,0.1605,0.0178,0.0136,0.0322,0.0114,0.0079,0.0718,0.094659934,-0.147579991,-0.32626256,0.102919755,-0.150473121,-0.317657175,0.001084527,-0.002161883,0.008392019,0.072453368,-0.192139436,-0.187061742,0.095240714,-0.103167309,-0.10316742,4.018926126,0.142629916,1.78660356,0.068992744,1.785764417,0.068982062,0.283807792,0.400072055,0.27760626,0.280998991,0.399379873,0.27508745,0.182435099,0.377322505,0.382753266,0.154365024,0.24127702,0.239834899,0.012978561,0.013338412,0.01334965,0.991445047,0.030018809,0.553930156,0.019806087,0.541000989,0.019342661
binary_use_all_in_xQTL,vertical,1,0,1,0.2,20,TRUE,0.4741,0.4104,0.113,0.0591,0.5642,0.5388,0.5502,0.522,0.5631,0.5377,0.5643,0.5384,0.565,0.5391,0.5744,0.5482,0.6504,0.6369,0.0703,0.0524,0.0602,0.0431,0.0799,0.0611,0.0642,0.0492,0.0575,0.0411,0.0998,0.0756,0.1415,0.1216,0.0659,0.0495,0.0676,0.0579,0.0782,0.0555,0.0555,0.0986,0.1411,0.0298,0.0192,0.3124,0.2101,0.0391,0.0324,0.0363,0.0404,0.04,0.1111,-0.507840327,-0.000873011,-0.253867326,-0.51346027,-0.000854334,-0.247338576,0.002649784,0.001013685,-0.000640319,-0.061205789,-0.015607209,-0.000398154,-0.08512447,-0.02772329,-2.60E-05,4.048077028,0.14353825,5.127608676,0.174987166,5.161152114,0.175936417,0.802452477,0.698422059,0.406341621,0.80041139,0.696534237,0.404408757,0.182943971,0.090988343,0.090907306,0.156504626,0.080992951,0.081260884,0.013520645,0.008195115,0.008523682,0.985713963,0.029746968,1.188246625,0.033219308,1.189509296,0.033217148
binary_use_all_in_xQTL,horizontal,2,0,1,0.2,20,TRUE,0.4748,0.4179,0.127,0.0677,0.5638,0.5375,0.5486,0.5208,0.5621,0.5367,0.5599,0.5345,0.5614,0.5354,0.5819,0.556,0.6463,0.6314,0.0856,0.059,0.0764,0.0517,0.0695,0.0523,0.0825,0.0637,0.0812,0.0607,0.1595,0.1221,0.1351,0.1101,0.0677,0.0489,0.0848,0.0733,0.0708,0.0795,0.0795,0.1589,0.1352,0.0342,0.0232,0.3518,0.2145,0.0371,0.0295,0.0423,0.0345,0.0315,0.1083,0.106099384,-0.103210027,-0.310439469,0.108601104,-0.104298139,-0.307801587,0.00089042,-0.000722021,0.004534162,0.020892766,-0.070420925,-0.066499018,0.072260699,-0.094617844,-0.09458452,13.0287668,0.349353294,4.139315268,0.146079059,4.13075869,0.145843008,0.262546343,0.378323226,0.258404079,0.261986775,0.378103165,0.258041105,0.090425923,0.183892015,0.185238536,0.084455004,0.154161617,0.154111639,0.012010874,0.013049827,0.013050454,2.522882936,0.043851979,1.097687313,0.032897862,1.087675338,0.032578217
binary_use_all_in_xQTL,vertical,2,0,1,0.2,20,TRUE,0.4753,0.4115,0.114,0.0594,0.5662,0.5402,0.5512,0.523,0.5655,0.5394,0.5655,0.54,0.565,0.54,0.5706,0.5441,0.6528,0.6369,0.0645,0.0488,0.0546,0.04,0.0676,0.0523,0.0632,0.0474,0.06,0.0444,0.0795,0.0607,0.1417,0.1254,0.0633,0.0478,0.0655,0.0553,0.0683,0.0622,0.0622,0.0814,0.1472,0.0474,0.0375,0.3524,0.2228,0.0475,0.0383,0.0468,0.0481,0.0479,0.1195,-0.507047497,-0.000978781,-0.254470069,-0.508562978,-0.000953261,-0.252684115,0.000967085,0.000396376,-0.000298181,-0.016710394,-0.004065,-0.000273349,-0.064327664,-0.019504311,-3.44E-05,13.17630312,0.351964849,17.48887479,0.418581962,17.63490338,0.420616991,0.801372089,0.697625545,0.401770912,0.800906402,0.69721888,0.401434379,0.090477715,0.045157626,0.045135753,0.084987388,0.042889786,0.042916253,0.012303254,0.006995875,0.007109476,2.523790045,0.043449402,3.225547109,0.044700029,3.237639056,0.044623196
